id,title,public_type,specific_type,current_collection,proposed_collections,music,confidence,rationale,source_path
re-rurr,Re-Rurr,work,album,research,research;music,yes,high,yes — Solmania guitar-drone debut cassette.,content/library/entry/work/re-rurr/index.md
reality-gates,Reality Gates,work,album,research,research;music,yes,high,yes — Steve Birchall private-press synthesizer album.,content/library/entry/work/reality-gates/index.md
reflexive-universe,Reflexive Universe,work,album,research,research;music,yes,high,yes — C.C.C.C. noise/electronics album.,content/library/entry/work/reflexive-universe/index.md
reminded-by-the-instruments,Reminded by the Instruments: David Tudor's Music,work,book,research,research;music,yes,high,yes — book-length study specifically of David Tudor's music via his instruments and circuits.,content/library/entry/work/reminded-by-the-instruments/index.md
repo,Repo,work,album,research,research;music,yes,high,yes — Incapacitants early noise album.,content/library/entry/work/repo/index.md
rhizosphere,Rhizosphere,work,album,research,research;music,yes,high,yes — Richard Pinhas guitar/electronics solo album.,content/library/entry/work/rhizosphere/index.md
rhythmatism,Rhythmatism,work,album,research,research;music,yes,high,yes — Steve Reid spiritual-jazz LP.,content/library/entry/work/rhythmatism/index.md
riddles-of-the-sphinx,Riddles of the Sphinx,work,album,research,research;music,yes,high,"yes — Mike Ratledge's synthesizer film score, released as a standalone music album.",content/library/entry/work/riddles-of-the-sphinx/index.md
riverrun,Riverrun,work,composition,research,research;music,yes,high,yes — Barry Truax's landmark real-time granular-synthesis composition.,content/library/entry/work/riverrun/index.md
rome-cansrt,Rome Cansrt,work,album,research,research;music,yes,high,yes — Musica Elettronica Viva collectively improvised recording.,content/library/entry/work/rome-cansrt/index.md
rouge,Rouge,work,composition,research,research;music,yes,high,"yes — Jean Piché composition for percussion and tape, built on FM synthesis.",content/library/entry/work/rouge/index.md
roundtrip-1977,Roundtrip (1977),work,album,research,research;music,yes,high,yes — Don Cherry/Jean Schwarz duo recording.,content/library/entry/work/roundtrip-1977/index.md
s709,S.709,work,composition,research,research;music,yes,high,yes — Xenakis electroacoustic composition.,content/library/entry/work/s709/index.md
sakura-skintone-edition,Sakura,work,album,research,research;music,yes,high,yes — Susumu Yokota ambient composition album.,content/library/entry/work/sakura-skintone-edition/index.md
school-days-1963,School Days,work,album,research,research;music,yes,high,yes — Steve Lacy quartet live jazz recording.,content/library/entry/work/school-days-1963/index.md
sequence-of-earlier-heaven,Sequence of Earlier Heaven,work,album,research,research;music,yes,high,yes — Barry Truax electroacoustic/computer music LP.,content/library/entry/work/sequence-of-earlier-heaven/index.md
session-in-paris-vol-1-song-of-soil,Session in Paris Vol. 1: Song of Soil,work,album,research,research;music,yes,high,yes — Togashi/Cherry/Haden jazz trio recording.,content/library/entry/work/session-in-paris-vol-1-song-of-soil/index.md
sextant,Sextant,work,album,research,research;music,yes,high,yes — Herbie Hancock/Patrick Gleeson electronic-jazz fusion album.,content/library/entry/work/sextant/index.md
shanti,Shanti,work,album,research,research;music,yes,high,yes — Jean-Claude Eloy electroacoustic work realized at the WDR studio.,content/library/entry/work/shanti/index.md
shock-shock-shock,Shock! Shock! Shock!,work,album,research,research;music,yes,high,yes — Violent Onsen Geisha noise/sample-collage album.,content/library/entry/work/shock-shock-shock/index.md
shri-camel,Shri Camel,work,album,research,research;music,yes,high,yes — Terry Riley just-intonation electric-organ album.,content/library/entry/work/shri-camel/index.md
silence,Silence: Lectures and Writings,work,book,research,research;music,yes,high,"yes — Cage's foundational text on sound, silence, and indeterminacy in composition.",content/library/entry/work/silence/index.md
silver-apples-of-the-moon,Silver Apples of the Moon,work,album,research,research;music,yes,high,"yes — Subotnick's Buchla-100 landmark, first electronic work commissioned by a record label.",content/library/entry/work/silver-apples-of-the-moon/index.md
snd,_snd,work,album,research,research;music,yes,high,yes — Microstoria ambient-electronics album.,content/library/entry/work/snd/index.md
solaris-artemyev,Solaris,work,composition,research,research;music,yes,high,"yes — Artemyev's ANS-synthesizer film score, a music composition entry.",content/library/entry/work/solaris-artemyev/index.md
spiritual-unity,Spiritual Unity,work,album,research,research;music,yes,high,yes — Albert Ayler free-jazz trio album.,content/library/entry/work/spiritual-unity/index.md
station-70,Station '70: Call in Question / Live Independence,work,album,research,research;music,yes,high,yes — Takayanagi New Direction trio live recordings.,content/library/entry/work/station-70/index.md
still-way,Still Way (Wave Notation 2),work,album,research,research;music,yes,high,yes — Ashikawa environmental-music album.,content/library/entry/work/still-way/index.md
stria,Stria,work,composition,research,research;music,yes,high,"yes — Chowning's FM-synthesis tape piece, landmark of computer music.",content/library/entry/work/stria/index.md
structures-from-silence,Structures from Silence,work,album,research,research;music,yes,high,yes — Steve Roach ambient synthesizer album.,content/library/entry/work/structures-from-silence/index.md
surround,Surround,work,album,research,research;music,yes,high,yes — Hiroshi Yoshimura environmental keyboard album.,content/library/entry/work/surround/index.md
sweet-dreams-of-miss-pamela-beach,The Sweet Dreams of Miss Pamela Beach,work,composition,research,research;music,yes,high,yes — Jon Appleton composition made on the Synclavier II.,content/library/entry/work/sweet-dreams-of-miss-pamela-beach/index.md
table-chair-and-hatstand,Table Chair and Hatstand,work,album,research,research;music,yes,high,yes — Müller/Voice Crack/O'Rourke improvised electroacoustic session.,content/library/entry/work/table-chair-and-hatstand/index.md
taurhiphanie,Taurhiphanie,work,composition,research,research;music,yes,high,yes — Xenakis electroacoustic composition.,content/library/entry/work/taurhiphanie/index.md
tektra,Tektra,work,album,research,research;music,yes,high,yes — Roland Kayn's self-organizing 'cybernetic music' work.,content/library/entry/work/tektra/index.md
tetsuo-iron-man,Tetsuo: Iron Man,work,film,research,research,no,high,"[human-adjudicated at review checkpoint] review — the entry is a film (body-horror/cyberpunk), but its annotation centers heavily on Chu Ishikawa's inseparable industrial score and the scoring partnership it launched; genuinely ambiguous per the film-with-notable-soundtrack case.",content/library/entry/work/tetsuo-iron-man/index.md
the-accursed-share,The Accursed Share,work,book,research,research,no,high,no — Bataille's theory of general economy/expenditure; no musical content.,content/library/entry/work/the-accursed-share/index.md
the-art-of-david-tudor,The Art of David Tudor (1963-1992),work,album,research,research;music,yes,high,yes — retrospective box set surveying David Tudor's work as a composer.,content/library/entry/work/the-art-of-david-tudor/index.md
the-circular-ruins,The Circular Ruins,work,story,research,research,no,high,no — Borges story on dreaming/creation; no musical content.,content/library/entry/work/the-circular-ruins/index.md
the-conet-project,The Conet Project,work,album,research,research;music,yes,high,"[human-adjudicated at review checkpoint] review — a compilation of shortwave numbers-station recordings, released/marketed as an 'album' and influential in experimental/sampling circles, but the entry itself frames it as documented sound rather than music.",content/library/entry/work/the-conet-project/index.md
the-dark-side-of-the-moog,The Dark Side of the Moog,work,album,research,research;music,yes,high,"yes — Schulze/Namlook synthesizer collaboration, launching an eleven-volume series.",content/library/entry/work/the-dark-side-of-the-moog/index.md
the-dreams,The Dreams,work,composition,research,research;music,yes,high,yes — Delia Derbyshire electronic sound-collage composition for BBC radio.,content/library/entry/work/the-dreams/index.md
the-electronic-revolution,The Electronic Revolution,work,essay,research,research,no,medium,"no — Burroughs's essay on language/tape-based control techniques; about language manipulation, not music.",content/library/entry/work/the-electronic-revolution/index.md
the-expanding-universe,The Expanding Universe,work,album,research,research;music,yes,high,yes — Laurie Spiegel's landmark algorithmic-composition album made on the GROOVE system.,content/library/entry/work/the-expanding-universe/index.md
the-flicker,The Flicker,work,film,research,research,no,high,no — Tony Conrad's silent structural film of alternating frames; no musical/audio content described.,content/library/entry/work/the-flicker/index.md
the-human-race-was-restored-to-life-repeatedly,The Human Race Was Restored to Life Repeatedly,work,album,research,research;music,yes,high,yes — Government Alpha noise cassette.,content/library/entry/work/the-human-race-was-restored-to-life-repeatedly/index.md
the-invisible-generation,The Invisible Generation,work,essay,research,research,no,medium,"no — Burroughs's essay on tape recorders as tools of language/media control, not music.",content/library/entry/work/the-invisible-generation/index.md
the-just-intonation-primer,The Just Intonation Primer,work,book,research,research;music,yes,high,yes — Doty's practical introduction to just-intonation music tuning theory.,content/library/entry/work/the-just-intonation-primer/index.md
the-library-of-babel,The Library of Babel,work,story,research,research,no,high,no — Borges story on an infinite library; no musical content.,content/library/entry/work/the-library-of-babel/index.md
the-lottery-in-babylon,The Lottery in Babylon,work,story,research,research,no,high,no — Borges story on chance governance; no musical content.,content/library/entry/work/the-lottery-in-babylon/index.md
the-mighty-warriors-live-in-antwerp,The Mighty Warriors: Live in Antwerp,work,album,research,research;music,yes,high,yes — Waldron/Lacy quartet live jazz recording.,content/library/entry/work/the-mighty-warriors-live-in-antwerp/index.md
the-soundscape,The Soundscape: Our Sonic Environment and the Tuning of the World,work,book,research,research;music,yes,medium,"yes — Schafer's foundational soundscape/acoustic-ecology text framing the world 'as composition,' closely tied to the field-recording/environmental-music entries already in the Library.",content/library/entry/work/the-soundscape/index.md
the-wild-bull,The Wild Bull,work,album,research,research;music,yes,high,yes — Subotnick's second Buchla synthesizer work for Nonesuch.,content/library/entry/work/the-wild-bull/index.md
the-works,The Works,work,album,research,research;music,yes,high,yes — Alvin Curran solo electroacoustic album.,content/library/entry/work/the-works/index.md
time-machines,Time Machines,work,album,research,research;music,yes,high,yes — Coil's album of sustained electronic synthesizer drones.,content/library/entry/work/time-machines/index.md
tlon-uqbar-orbis-tertius,"Tlön, Uqbar, Orbis Tertius",work,story,research,research,no,high,no — Borges story on an invented encyclopedic world; no musical content.,content/library/entry/work/tlon-uqbar-orbis-tertius/index.md
tom-and-gerry,Tom and Gerry,work,album,research,research;music,yes,high,yes — Lehn/Hemingway improvised duo album.,content/library/entry/work/tom-and-gerry/index.md
topography-of-the-lungs,Topography of the Lungs,work,album,research,research;music,yes,high,"yes — Parker/Bailey/Bennink free-improvisation album, Incus Records' debut release.",content/library/entry/work/topography-of-the-lungs/index.md
train-stalker,Train,work,composition,research,research;music,yes,high,"yes — Artemyev's synthesizer/railroad-noise cue for Tarkovsky's Stalker, a music composition entry.",content/library/entry/work/train-stalker/index.md
trans-europa-express,Trans Europa Express,work,album,research,research;music,yes,high,yes — Kraftwerk album.,content/library/entry/work/trans-europa-express/index.md
tree-of-knowledge,The Tree of Knowledge: The Biological Roots of Human Understanding,work,book,research,research,no,high,no — Maturana/Varela on autopoiesis and cognition; no musical content.,content/library/entry/work/tree-of-knowledge/index.md
tremblements,Tremblements,work,album,research,research;music,yes,high,"yes — François Bayle acousmatic works, GRM tradition.",content/library/entry/work/tremblements/index.md
trilogie-de-la-mort,Trilogie de la Mort,work,album,research,research;music,yes,high,yes — Éliane Radigue's electronic meditation composed on an ARP 2500.,content/library/entry/work/trilogie-de-la-mort/index.md
trio-for-strings,Trio for Strings,work,composition,research,research;music,yes,high,"yes — La Monte Young composition, cited origin point of musical minimalism.",content/library/entry/work/trio-for-strings/index.md
valley-of-the-birds-remastered,Valley of the Birds (Remastered),work,album,research,research;music,yes,high,yes — Emerald Web synthesizer-duo album.,content/library/entry/work/valley-of-the-birds-remastered/index.md
vehicles,Vehicles: Experiments in Synthetic Psychology,work,book,research,research,no,high,no — Braitenberg's cybernetics/synthetic-psychology thought experiments; no musical content.,content/library/entry/work/vehicles/index.md
victoriaville-mai-2011,Victoriaville Mai 2011,work,album,research,research;music,yes,high,yes — Pinhas/Merzbow/Wolf Eyes live improvised recording.,content/library/entry/work/victoriaville-mai-2011/index.md
visual-display-quantitative-information,The Visual Display of Quantitative Information,work,book,research,research,no,high,no — Tufte on graphical data display; no musical content.,content/library/entry/work/visual-display-quantitative-information/index.md
voyage-absolu-des-unari,Voyage absolu des Unari vers Andromède,work,composition,research,research;music,yes,high,yes — Xenakis electroacoustic composition.,content/library/entry/work/voyage-absolu-des-unari/index.md
voyage-from-jericho,Voyage From Jericho,work,album,research,research;music,yes,high,yes — Charles Tyler Ensemble free-jazz album.,content/library/entry/work/voyage-from-jericho/index.md
wagamama-na-ofukuro,Wagamama na Ofukuro,work,album,research,research;music,yes,high,yes — Violent Onsen Geisha noise cassette.,content/library/entry/work/wagamama-na-ofukuro/index.md
weather-sky,Weather Sky,work,album,research,research;music,yes,high,yes — Rowe/Nakamura improvised electroacoustic duo album.,content/library/entry/work/weather-sky/index.md
williams-mix,Williams Mix,work,composition,research,research;music,yes,high,yes — Cage's chance-operation tape composition.,content/library/entry/work/williams-mix/index.md
world-receiver,World Receiver,work,album,research,research;music,yes,high,yes — Tetsu Inoue ambient album.,content/library/entry/work/world-receiver/index.md
xenharmonic-wiki,Xenharmonic Wiki,work,website,research,research;music,yes,high,"yes — deep reference on microtonal music tunings, temperaments, scales, and notation.",content/library/entry/work/xenharmonic-wiki/index.md
zero-set,Zero Set,work,album,research,research;music,yes,high,yes — Moebius/Plank/Neumeier album pitting electronic sequences against live percussion.,content/library/entry/work/zero-set/index.md
zuckerzeit,Zuckerzeit,work,album,research,research;music,yes,high,"yes — Cluster's rhythmic, synthesizer-driven album.",content/library/entry/work/zuckerzeit/index.md
